t,S_t,r_t,In_0,An_0,En_0,On_0,phi_0,fn_0,erreur_0,G_0,In_1,An_1,En_1,On_1,phi_1,fn_1,erreur_1,G_1,In_2,An_2,En_2,On_2,phi_2,fn_2,erreur_2,G_2,In_3,An_3,En_3,On_3,phi_3,fn_3,erreur_3,G_3,In_4,An_4,En_4,On_4,phi_4,fn_4,erreur_4,G_4
60.000,-0.056376,1.618000,0.100000,0.083378,-0.002926,0.000000,-0.000000,0.700000,-0.002926,0.001902,0.100000,0.160028,-0.001920,-0.003090,-0.042938,1.216265,0.001170,-0.000760,0.100000,0.201478,-0.002027,0.006515,0.079904,1.183995,-0.008542,0.005552,0.100000,0.126584,-0.000141,0.003142,-0.079904,1.857880,-0.003283,0.002134,0.100000,0.179000,-0.001032,0.016573,0.042938,2.703025,-0.017604,0.011439
61.000,-0.208896,1.648902,0.293459,0.106972,0.000907,-0.010298,0.040172,0.700000,0.011205,-0.007282,0.293459,0.215985,-0.000389,-0.018092,-0.063688,1.227084,0.017703,-0.011503,0.293459,0.254648,-0.000932,-0.011345,0.063621,1.211744,0.010413,-0.006768,0.293459,0.165695,0.000984,-0.014473,-0.084039,1.899087,0.015457,-0.010044,0.293459,0.228192,0.001687,-0.022186,0.028098,2.765704,0.023872,-0.015508
62.000,-0.254617,1.676779,0.406809,0.121912,0.003982,0.006392,0.076412,0.700000,-0.002410,0.001567,0.406809,0.252102,0.003230,-0.022423,-0.075264,1.236878,0.025653,-0.016663,0.406809,0.289397,0.002364,-0.027317,0.039799,1.236937,0.029681,-0.019275,0.406809,0.189919,-0.001177,0.009368,-0.081956,1.937018,-0.010545,0.006854,0.406809,0.259328,-0.000147,0.013654,0.011138,2.823975,-0.013801,0.008969
63.000,-0.203993,1.698902,0.406809,0.121895,-0.003455,0.008160,0.105172,0.700000,-0.011616,0.004689,0.406809,0.250364,0.002230,0.015091,-0.075728,1.244589,-0.012861,0.005197,0.406809,0.289741,-0.003708,0.027563,0.011547,1.257116,-0.031271,0.012816,0.406809,0.190196,-0.000637,-0.003896,-0.073994,1.967920,0.003259,-0.001300,0.406809,0.258359,0.001459,-0.013446,-0.007129,2.871651,0.014905,-0.005891
64.000,-0.237181,1.713106,0.293459,0.106963,-0.001656,-0.009688,0.123637,0.700000,0.008031,-0.001286,0.293459,0.216093,-0.003548,-0.004342,-0.064749,1.249658,0.000794,-0.000127,0.293459,0.254714,-0.001068,0.023978,-0.017528,1.270431,-0.025046,0.004004,0.293459,0.165848,-0.001678,0.016509,-0.060904,1.988195,-0.018187,0.002909,0.293459,0.227432,0.001965,-0.022114,-0.025751,2.902994,0.024079,-0.003826
65.000,-0.118804,1.718000,0.100000,0.083378,0.003254,-0.001081,0.130000,0.700000,0.004335,-0.000933,0.100000,0.159936,0.000806,0.014260,-0.043672,1.251258,-0.013454,0.002894,0.100000,0.201427,-0.002127,-0.015880,-0.043777,1.274807,0.013754,-0.002954,0.100000,0.126590,0.001445,-0.011279,-0.043777,1.995107,0.012723,-0.002734,0.100000,0.178798,-0.000043,0.011410,-0.043672,2.913797,-0.011453,0.002464
66.000,-0.078387,1.713106,0.001000,0.072397,-0.000432,0.007109,0.123637,0.700000,-0.007541,0.002038,0.001000,0.134637,0.003432,0.002691,-0.015351,1.249552,0.000741,-0.000201,0.001000,0.177247,-0.003884,-0.015548,-0.063961,1.270301,0.011663,-0.003149,0.001000,0.108462,-0.000978,0.010532,-0.023953,1.988112,-0.011510,0.003110,0.001000,0.156295,0.002599,-0.007822,-0.059787,2.902923,0.010421,-0.002814
67.000,-0.089011,1.698902,0.001000,0.072423,-0.002395,-0.003618,0.105172,0.700000,0.001223,-0.000398,0.001000,0.134571,0.003370,0.008310,0.016242,1.244649,-0.004940,0.001607,0.001000,0.177455,0.007028,0.017485,-0.075654,1.257235,-0.010457,0.003401,0.001000,0.108515,-0.005555,-0.008684,-0.002914,1.967952,0.003130,-0.001018,0.001000,0.156301,0.007683,0.009898,-0.073009,2.871679,-0.002215,0.000721
68.000,-0.050957,1.676779,0.001000,0.072420,0.002090,-0.004692,0.076412,0.700000,0.006781,-0.002579,0.001000,0.134606,-0.003629,0.008978,0.046568,1.236894,-0.012606,0.004793,0.001000,0.177596,0.019733,0.010625,-0.077531,1.236977,0.009108,-0.003463,0.001000,0.108539,-0.011189,-0.010699,0.017826,1.937063,-0.000489,0.000186,0.001000,0.156257,0.015364,0.001935,-0.082345,2.824013,0.013428,-0.005103
69.000,-0.086138,1.648902,0.001000,0.072399,0.001005,0.006790,0.040172,0.700000,-0.005785,0.002519,0.001000,0.134493,0.001580,-0.012176,0.071170,1.227085,0.013757,-0.005985,0.001000,0.177356,-0.002806,-0.010057,-0.069524,1.211696,0.007251,-0.003156,0.001000,0.108444,-0.000586,0.002478,0.036824,1.898997,-0.003063,0.001334,0.001000,0.156145,0.005892,-0.014345,-0.086971,2.765630,0.020236,-0.008798
70.000,-0.117332,1.618000,0.100000,0.083378,-0.002972,-0.000000,0.000000,0.700000,-0.002972,0.001458,0.100000,0.160107,-0.002198,0.013210,0.086310,1.216296,-0.015408,0.007553,0.100000,0.201969,0.005673,-0.014683,-0.052811,1.183984,0.020356,-0.009972,0.100000,0.126465,0.001564,0.004603,0.052811,1.857870,-0.003039,0.001491,0.100000,0.178700,0.001139,0.016904,-0.086310,2.703017,-0.015765,0.007728
71.000,-0.140899,1.587098,0.293459,0.106984,0.001202,-0.010034,-0.040172,0.700000,0.011236,-0.006127,0.293459,0.216278,0.006968,-0.013608,0.089523,1.205550,0.020577,-0.011214,0.293459,0.255035,0.007877,0.017628,-0.029655,1.156707,-0.009751,0.005318,0.293459,0.165674,0.003758,0.007582,0.064765,1.817822,-0.003824,0.002086,0.293459,0.227069,-0.001800,-0.014136,-0.080092,2.642531,0.012335,-0.006726
72.000,-0.096002,1.559221,0.406809,0.121891,0.003657,0.007896,-0.076412,0.700000,-0.004240,0.002546,0.406809,0.251227,-0.009743,0.014924,0.079991,1.195674,-0.024668,0.014802,0.406809,0.289737,-0.012851,-0.002812,-0.003105,1.132166,-0.010039,0.006027,0.406809,0.190081,-0.003430,0.014423,0.071973,1.782659,-0.017853,0.010716,0.406809,0.259439,-0.006700,0.007508,-0.068408,2.589780,-0.014208,0.008529
73.000,-0.293643,1.537098,0.406809,0.121935,-0.004066,0.006092,-0.105172,0.700000,-0.010158,0.006602,0.406809,0.250467,0.000821,-0.024965,0.058694,1.188052,0.025786,-0.016749,0.406809,0.289356,0.018482,0.028819,0.023399,1.113159,-0.010337,0.006718,0.406809,0.190503,0.016721,0.016216,0.074065,1.755483,0.000505,-0.000328,0.406809,0.259386,0.016047,0.012718,-0.051730,2.549175,0.003330,-0.002164
74.000,-0.145111,1.522894,0.293459,0.106952,-0.000684,-0.010502,-0.123637,0.700000,0.009818,-0.006108,0.293459,0.216900,0.006269,-0.006831,0.028308,1.183061,0.013100,-0.008147,0.293459,0.254718,0.030650,0.005110,0.046463,1.100817,0.025541,-0.015866,0.293459,0.164849,0.016793,-0.012404,0.071022,1.738166,0.029197,-0.018130,0.293459,0.225286,0.016749,-0.022437,-0.030908,2.523521,0.039186,-0.024303
75.000,-0.108516,1.518000,0.100000,0.083376,0.003214,0.001081,-0.130000,0.700000,0.002133,-0.001274,0.100000,0.160407,0.003490,-0.009243,-0.007140,1.181318,0.012733,-0.007596,0.100000,0.201971,0.004578,0.020188,0.063170,1.096598,-0.015610,0.009341,0.100000,0.126177,0.003136,-0.005112,0.063170,1.732314,0.008248,-0.004923,0.100000,0.178931,0.007130,-0.011478,-0.007140,2.514826,0.018609,-0.011092
76.000,-0.106173,1.522894,0.001000,0.072406,-0.001062,0.006558,-0.123637,0.700000,-0.007620,0.004953,0.001000,0.134482,-0.001666,-0.007789,-0.042810,1.183007,0.006123,-0.003980,0.001000,0.177641,0.004444,-0.015696,0.071447,1.100803,0.020140,-0.013085,0.001000,0.108431,0.000244,0.007034,0.051140,1.738213,-0.006790,0.004413,0.001000,0.156279,0.002805,-0.015054,0.018093,2.523558,0.017860,-0.011605
77.000,-0.109002,1.537098,0.001000,0.072415,-0.002022,-0.004848,-0.105172,0.700000,0.002826,-0.001837,0.001000,0.134505,0.001664,0.003024,-0.073715,1.187995,-0.001360,0.000884,0.001000,0.177692,0.002450,-0.017276,0.070319,1.113003,0.019726,-0.012816,0.001000,0.108427,-0.000531,0.009495,0.035819,1.755378,-0.010026,0.006516,0.001000,0.155915,-0.000724,0.015170,0.043117,2.549094,-0.015893,0.010328
78.000,-0.078404,1.559221,0.001000,0.072426,0.002326,-0.003797,-0.076412,0.700000,0.006123,-0.003980,0.001000,0.134653,-0.001042,0.013464,-0.095410,1.195734,-0.014506,0.009427,0.001000,0.177640,-0.000636,0.016057,0.060026,1.132189,-0.016694,0.010848,0.001000,0.108460,-0.000361,0.003445,0.018285,1.782674,-0.003806,0.002474,0.001000,0.156168,0.000683,0.001398,0.066180,2.589791,-0.000715,0.000464
79.000,-0.110475,1.587098,0.001000,0.072398,0.000761,0.006970,-0.040172,0.700000,-0.006209,0.004036,0.001000,0.134707,-0.001385,0.013173,-0.104632,1.205483,-0.014558,0.009461,0.001000,0.177601,-0.000347,0.012188,0.041985,1.156619,-0.012536,0.008147,0.001000,0.108468,0.000672,-0.006853,-0.000266,1.817834,0.007525,-0.004891,0.001000,0.156296,0.001546,-0.015447,0.085573,2.642541,0.016993,-0.011042
80.000,-0.172455,1.618000,0.100000,0.083378,-0.002926,-0.000000,-0.000000,0.700000,-0.002926,0.001902,0.100000,0.160276,-0.000742,0.015517,-0.099768,1.216327,-0.016259,0.010565,0.100000,0.201997,0.001737,-0.019924,0.018597,1.184009,0.021661,-0.014073,0.100000,0.126512,0.000674,-0.008935,-0.018597,1.857847,0.009609,-0.006245,0.100000,0.179012,-0.001315,0.017890,0.099768,2.702998,-0.019205,0.012478
81.000,-0.162477,1.648902,0.293459,0.106981,0.000907,-0.010299,0.040172,0.700000,0.011206,-0.004982,0.293459,0.216010,0.000830,0.014724,-0.081117,1.227081,-0.013893,0.006267,0.293459,0.254436,-0.002764,0.019947,-0.007059,1.211661,-0.022712,0.010294,0.293459,0.165475,0.001293,-0.015119,-0.035508,1.899040,0.016412,-0.007274,0.293459,0.227121,0.002027,0.005095,0.107541,2.765665,-0.003067,0.001375
82.000,-0.133938,1.676779,0.406809,0.121917,0.003982,0.006392,0.076412,0.700000,-0.002410,0.001567,0.406809,0.250548,0.001762,0.012490,-0.050882,1.236891,-0.010727,0.006972,0.406809,0.288680,-0.000128,0.012792,-0.031630,1.236975,-0.012920,0.008397,0.406809,0.190043,0.001535,-0.016940,-0.049907,1.936985,0.018476,-0.012005,0.406809,0.258178,-0.000379,-0.012569,0.108080,2.823948,0.012190,-0.007922
83.000,-0.315546,1.698902,0.406809,0.121901,-0.003455,0.008161,0.105172,0.700000,-0.011616,0.007549,0.406809,0.251168,-0.000640,0.023735,-0.012906,1.244640,-0.024375,0.015834,0.406809,0.289064,-0.001381,0.024497,-0.051918,1.257197,-0.025878,0.016809,0.406809,0.190354,-0.001272,0.017168,-0.060875,1.967841,-0.018440,0.011982,0.406809,0.257550,-0.001820,0.020095,0.101072,2.871584,-0.021915,0.014237
84.000,-0.163445,1.713106,0.293459,0.106971,-0.001656,-0.009688,0.123637,0.700000,0.008032,-0.003192,0.293459,0.216145,-0.003158,-0.003813,0.027833,1.249611,0.000655,-0.000262,0.293459,0.255796,0.001813,-0.024357,-0.065285,1.270369,0.026170,-0.010251,0.293459,0.165496,-0.001078,-0.000461,-0.067716,1.988171,-0.000618,0.000247,0.293459,0.227765,0.001825,-0.017220,0.086743,2.902973,0.019045,-0.007503
85.000,-0.114289,1.718000,0.100000,0.083378,0.003254,-0.001081,0.130000,0.700000,0.004335,-0.001728,0.100000,0.159952,0.001449,0.011399,0.065875,1.251333,-0.009950,0.004012,0.100000,0.201391,0.001068,0.016002,-0.070000,1.274882,-0.014934,0.006044,0.100000,0.126491,0.001655,-0.005621,-0.070000,1.995111,0.007276,-0.002894,0.100000,0.178788,0.001904,-0.016341,0.065875,2.913800,0.018245,-0.007192
86.000,-0.089313,1.713106,0.001000,0.072399,-0.000432,0.007109,0.123637,0.700000,-0.007541,0.003034,0.001000,0.134665,0.003452,0.001589,0.096023,1.249603,0.001863,-0.000744,0.001000,0.177204,0.001323,0.017666,-0.065451,1.270324,-0.016342,0.006622,0.001000,0.108513,-0.003107,-0.002473,-0.067584,1.988072,-0.000634,0.000254,0.001000,0.156258,0.002085,-0.012909,0.039760,2.902888,0.014994,-0.005926
87.000,-0.097878,1.698902,0.001000,0.072424,-0.002395,-0.003618,0.105172,0.700000,0.001223,-0.000371,0.001000,0.134494,0.001881,0.012734,0.114051,1.244644,-0.010853,0.003291,0.001000,0.177684,0.013095,0.012703,-0.052228,1.257259,0.000393,-0.000119,0.001000,0.108531,0.008328,0.010363,-0.060621,1.967950,-0.002035,0.000618,0.001000,0.156322,-0.007391,-0.013330,0.010130,2.871677,0.005939,-0.001801
88.000,-0.059521,1.676779,0.001000,0.072421,0.002090,-0.004692,0.076412,0.700000,0.006781,-0.002430,0.001000,0.134646,-0.005802,-0.010235,0.117297,1.236862,0.004433,-0.001589,0.001000,0.176656,0.013753,-0.014313,-0.032048,1.236986,0.028066,-0.010022,0.001000,0.108510,0.000284,0.003101,-0.049552,1.937065,-0.002817,0.001010,0.001000,0.156186,-0.006179,-0.000978,-0.020966,2.824015,-0.005202,0.001864
89.000,-0.098770,1.648902,0.001000,0.072400,0.001005,0.006790,0.040172,0.700000,-0.005785,0.002391,0.001000,0.134565,0.003340,0.013330,0.105043,1.227094,-0.009990,0.004129,0.001000,0.177415,0.006359,-0.015116,-0.007533,1.211673,0.021475,-0.008862,0.001000,0.108477,0.002697,0.000288,-0.035078,1.898987,0.002409,-0.000996,0.001000,0.156104,-0.001521,0.011520,-0.051303,2.765621,-0.013041,0.005389
90.000,-0.087475,1.618000,0.100000,0.083378,-0.002972,0.000000,0.000000,0.700000,-0.002972,0.001392,0.100000,0.160327,0.010733,0.002348,0.078648,1.216268,0.008386,-0.003927,0.100000,0.201663,-0.002022,-0.007430,0.018125,1.183969,0.005409,-0.002533,0.100000,0.126489,0.000048,0.012126,-0.018125,1.857855,-0.012078,0.005656,0.100000,0.179006,-0.001868,0.017878,-0.078648,2.703005,-0.019746,0.009244
91.000,-0.209296,1.587098,0.293459,0.106986,0.001202,-0.010034,-0.040172,0.700000,0.011236,-0.005880,0.293459,0.216521,-0.007450,-0.021049,0.041384,1.205558,0.013599,-0.007115,0.293459,0.254800,-0.000983,0.025348,0.041571,1.156699,-0.026331,0.013770,0.293459,0.165818,-0.002505,0.008012,0.000213,1.817799,-0.010517,0.005504,0.293459,0.227193,-0.002278,0.006666,-0.100930,2.642513,-0.008945,0.004681
92.000,-0.226770,1.559221,0.406809,0.121892,0.003657,0.007897,-0.076412,0.700000,-0.004240,0.002453,0.406809,0.251364,-0.019627,0.001962,-0.001973,1.195791,-0.021589,0.012481,0.406809,0.287628,0.004158,0.026166,0.059722,1.132308,-0.022008,0.012723,0.406809,0.190314,0.004280,0.001472,0.018733,1.782710,0.002809,-0.001625,0.406809,0.258876,-0.001116,0.025874,-0.116405,2.589820,-0.026990,0.015600
93.000,-0.079785,1.537098,0.406809,0.121935,-0.004066,0.006092,-0.105172,0.700000,-0.010158,0.004096,0.406809,0.252126,0.012261,0.004530,-0.045767,1.187941,0.007732,-0.003074,0.406809,0.289719,-0.013205,-0.003795,0.070162,1.113008,-0.009410,0.003792,0.406809,0.190001,0.003514,0.018901,0.036203,1.755489,-0.015387,0.006230,0.406809,0.259204,0.009170,0.008626,-0.123796,2.549180,0.000543,-0.000217
94.000,-0.173794,1.522894,0.293459,0.106952,-0.000684,-0.010502,-0.123637,0.700000,0.009818,-0.006381,0.293459,0.216054,-0.003290,0.020324,-0.084216,1.183067,-0.023614,0.015340,0.293459,0.255805,0.003483,0.001519,0.071456,1.100842,0.001964,-0.001276,0.293459,0.165838,0.019231,0.009337,0.051430,1.738262,0.009894,-0.006430,0.293459,0.227882,0.003589,0.021602,-0.122404,2.523595,-0.018013,0.011704
95.000,-0.129197,1.518000,0.100000,0.083376,0.003214,0.001081,-0.130000,0.700000,0.002133,-0.001386,0.100000,0.160174,-0.002099,0.015439,-0.112176,1.181315,-0.017538,0.011396,0.100000,0.201437,-0.008121,0.018649,0.063344,1.096613,-0.026770,0.017387,0.100000,0.126591,0.007302,-0.005811,0.063344,1.732272,0.013114,-0.008522,0.100000,0.178334,0.002496,-0.011572,-0.112176,2.514794,0.014069,-0.009143
96.000,-0.104326,1.522894,0.001000,0.072405,-0.001062,0.006558,-0.123637,0.700000,-0.007620,0.004953,0.001000,0.134670,0.002489,-0.004018,-0.125844,1.183003,0.006507,-0.004229,0.001000,0.177692,0.000651,-0.016104,0.046780,1.100761,0.016754,-0.010887,0.001000,0.108448,0.001831,-0.007754,0.071066,1.738145,0.009585,-0.006230,0.001000,0.155993,-0.000502,0.015578,-0.093722,2.523505,-0.016080,0.010449
97.000,-0.095060,1.537098,0.001000,0.072415,-0.002022,-0.004848,-0.105172,0.700000,0.002826,-0.001261,0.001000,0.134683,-0.001294,0.013096,-0.123271,1.187960,-0.014390,0.006421,0.001000,0.177157,-0.001897,-0.004067,0.023821,1.112983,0.002170,-0.000969,0.001000,0.108488,-0.000228,0.010596,0.073976,1.755388,-0.010825,0.004831,0.001000,0.155979,-0.001100,0.015597,-0.068278,2.549102,-0.016697,0.007450
98.000,-0.085428,1.559221,0.001000,0.072426,0.002326,-0.003797,-0.076412,0.700000,0.006123,-0.003980,0.001000,0.134712,-0.001644,0.011452,-0.104641,1.195698,-0.013095,0.008510,0.001000,0.177356,-0.000971,-0.004786,-0.002629,1.132214,0.003815,-0.002479,0.001000,0.108408,0.001119,-0.010635,0.071759,1.782729,0.011753,-0.007639,0.001000,0.156266,0.001698,-0.014926,-0.037626,2.589835,0.016623,-0.010802
99.000,-0.047268,1.587098,0.001000,0.072397,0.000761,0.006970,-0.040172,0.700000,-0.006209,0.002088,0.001000,0.134596,-0.000261,0.011682,-0.072261,1.205497,-0.011943,0.004015,0.001000,0.177366,0.000378,-0.000019,-0.029184,1.156614,0.000397,-0.000134,0.001000,0.108505,0.000430,-0.002071,0.064441,1.817769,0.002501,-0.000841,0.001000,0.155909,-0.000927,-0.009619,-0.003961,2.642489,0.008692,-0.002922
