t,S(t),C(t),effort(t),mean_abs_error,fluidity,entropy_S,gamma,En_mean(t),On_mean(t)
13.250000,0.327516,0.707388,0.004337,0.125892,0.988688,0.143867,0.400000,0.057426,0.026201
13.300000,0.330909,0.707388,0.003753,0.122894,0.988709,0.145610,0.400000,0.056674,0.026473
13.350000,0.335276,0.707388,0.003085,0.117859,0.988730,0.147335,0.400000,0.055982,0.026822
13.400000,0.339075,0.707388,0.002391,0.110969,0.988752,0.147561,0.400000,0.055353,0.027126
13.450000,0.340659,0.707388,0.001714,0.102461,0.988774,0.145712,0.400000,0.054780,0.027253
13.500000,0.338505,0.707388,0.001080,0.092595,0.988794,0.142517,0.400000,0.054246,0.027080
13.550000,0.331366,0.707388,0.000735,0.081634,0.988813,0.140596,0.400000,0.053724,0.026509
13.600000,0.318343,0.707388,0.000568,0.069830,0.988829,0.144688,0.400000,0.053183,0.025467
13.650000,0.298915,0.707388,0.000950,0.060434,0.988844,0.159241,0.400000,0.052584,0.023913
13.700000,0.272939,0.707388,0.001376,0.057016,0.988857,0.186804,0.400000,0.051889,0.021835
13.750000,0.240633,0.707388,0.001744,0.053381,0.988869,0.227557,0.400000,0.051061,0.019251
13.800000,0.202545,0.707388,0.002056,0.049647,0.988882,0.279596,0.400000,0.050066,0.016204
13.850000,0.159519,0.707388,0.002316,0.052854,0.988896,0.339622,0.400000,0.048873,0.012762
13.900000,0.112642,0.707388,0.002525,0.057985,0.988911,0.403658,0.400000,0.047462,0.009011
13.950000,0.063193,0.707388,0.002687,0.063680,0.988928,0.467590,0.400000,0.045818,0.005055
14,0.012580,0.707388,0.002803,0.076089,0.988947,0.527513,0.400000,0.043936,0.001006
14.050000,-0.037728,0.707388,0.002874,0.087763,0.988966,0.579988,0.400000,0.041820,-0.003018
14.100000,-0.086273,0.707388,0.002901,0.098580,0.988986,0.622366,0.400000,0.039485,-0.006902
14.150000,-0.131679,0.707388,0.002883,0.108424,0.989005,0.653242,0.400000,0.036953,-0.010534
14.200000,-0.172711,0.707388,0.002818,0.117173,0.989023,0.672938,0.400000,0.034253,-0.013817
14.250000,-0.208325,0.707388,0.002931,0.124709,0.989039,0.683535,0.400000,0.031422,-0.016666
14.300000,-0.237696,0.707388,0.003055,0.130911,0.989053,0.687678,0.400000,0.028503,-0.019016
14.350000,-0.260232,0.707388,0.003103,0.135667,0.989066,0.686288,0.400000,0.025539,-0.020819
14.400000,-0.275564,0.707388,0.003067,0.138881,0.989077,0.677514,0.400000,0.022578,-0.022045
14.450000,-0.283548,0.707388,0.002942,0.140481,0.989087,0.658427,0.400000,0.019666,-0.022684
14.500000,-0.284270,0.707388,0.002737,0.140428,0.989097,0.627417,0.400000,0.016847,-0.022742
14.550000,-0.278073,0.707388,0.002468,0.138713,0.989107,0.585169,0.400000,0.014165,-0.022246
14.600000,-0.265604,0.707388,0.002154,0.135359,0.989118,0.534297,0.400000,0.011657,-0.021248
14.650000,-0.247848,0.707388,0.001872,0.130410,0.989129,0.478440,0.400000,0.009356,-0.019828
14.700000,-0.226152,0.707388,0.002029,0.123928,0.989143,0.421388,0.400000,0.007284,-0.018092
14.750000,-0.202190,0.707388,0.002504,0.115986,0.989158,0.366488,0.400000,0.005456,-0.016175
14.800000,-0.177889,0.707388,0.003237,0.106676,0.989175,0.316315,0.400000,0.003874,-0.014231
14.850000,-0.155290,0.707388,0.004015,0.096116,0.989192,0.272540,0.400000,0.002529,-0.012423
14.900000,-0.136356,0.707388,0.004785,0.091613,0.989209,0.235946,0.400000,0.001398,-0.010908
14.950000,-0.122734,0.707388,0.005520,0.089388,0.989224,0.206581,0.400000,0.000446,-0.009819
15,-0.115501,0.707388,0.006180,0.094159,0.989237,0.184027,0.400000,-0.000371,-0.009240
15.050000,-0.114944,0.707388,0.006717,0.104080,0.989247,0.167622,0.400000,-0.001100,-0.009196
15.100000,-0.120456,0.707388,0.007073,0.113319,0.989257,0.156588,0.400000,-0.001789,-0.009636
15.150000,-0.130627,0.707388,0.007194,0.121285,0.989267,0.150163,0.400000,-0.002479,-0.010450
15.200000,-0.143561,0.707388,0.007039,0.127407,0.989280,0.147832,0.400000,-0.003201,-0.011485
15.250000,-0.157337,0.707388,0.006599,0.131222,0.989295,0.149743,0.400000,-0.003970,-0.012587
15.300000,-0.170461,0.707388,0.005904,0.132453,0.989311,0.158026,0.400000,-0.004789,-0.013637
15.350000,-0.182139,0.707388,0.005023,0.131039,0.989327,0.177831,0.400000,-0.005653,-0.014571
15.400000,-0.192308,0.707388,0.004042,0.127115,0.989343,0.203226,0.400000,-0.006549,-0.015385
15.450000,-0.201513,0.707388,0.003043,0.120944,0.989359,0.230454,0.400000,-0.007467,-0.016121
15.500000,-0.210704,0.707388,0.002151,0.112859,0.989375,0.257582,0.400000,-0.008397,-0.016856
15.550000,-0.221049,0.707388,0.002329,0.105298,0.989391,0.283846,0.400000,-0.009341,-0.017684
15.600000,-0.233762,0.707388,0.002570,0.098895,0.989406,0.309427,0.400000,-0.010305,-0.018701
15.650000,-0.249957,0.707388,0.002855,0.091806,0.989421,0.335173,0.400000,-0.011302,-0.019997
15.700000,-0.270524,0.707388,0.003187,0.084258,0.989434,0.362245,0.400000,-0.012355,-0.021642
15.750000,-0.296035,0.707388,0.003618,0.076435,0.989447,0.391742,0.400000,-0.013488,-0.023683
15.800000,-0.326678,0.707388,0.004216,0.068482,0.989458,0.424367,0.400000,-0.014730,-0.026134
15.850000,-0.362236,0.707388,0.004793,0.067372,0.989469,0.460190,0.400000,-0.016107,-0.028979
15.900000,-0.402105,0.707388,0.005305,0.068963,0.989480,0.498477,0.400000,-0.017646,-0.032168
15.950000,-0.445342,0.707388,0.005751,0.070247,0.989492,0.537568,0.400000,-0.019367,-0.035627
16,-0.490740,0.707388,0.006129,0.071094,0.989505,0.574880,0.400000,-0.021280,-0.039259
16.050000,-0.536919,0.707388,0.006435,0.073286,0.989519,0.607335,0.400000,-0.023393,-0.042954
16.100000,-0.582416,0.707388,0.006661,0.079592,0.989533,0.632598,0.400000,-0.025698,-0.046593
16.150000,-0.625771,0.707388,0.006800,0.085237,0.989548,0.651234,0.400000,-0.028182,-0.050062
16.200000,-0.665583,0.707388,0.006844,0.090035,0.989562,0.668058,0.400000,-0.030823,-0.053247
16.250000,-0.700543,0.707388,0.006784,0.093804,0.989575,0.686337,0.400000,-0.033590,-0.056043
16.300000,-0.729436,0.707388,0.006614,0.096373,0.989586,0.698993,0.400000,-0.036444,-0.058355
16.350000,-0.751116,0.707388,0.006333,0.097585,0.989595,0.695656,0.400000,-0.039343,-0.060089
16.400000,-0.764479,0.707388,0.005947,0.098097,0.989603,0.671718,0.400000,-0.042237,-0.061158
16.450000,-0.768451,0.707388,0.005469,0.099786,0.989608,0.628706,0.400000,-0.045073,-0.061476
16.500000,-0.762007,0.707388,0.004921,0.100283,0.989610,0.571467,0.400000,-0.047793,-0.060961
16.550000,-0.744260,0.707388,0.004330,0.099706,0.989610,0.505540,0.400000,-0.050335,-0.059541
16.600000,-0.714598,0.707388,0.003724,0.098215,0.989607,0.435696,0.400000,-0.052635,-0.057168
16.650000,-0.672864,0.707388,0.003132,0.095983,0.989602,0.365589,0.400000,-0.054628,-0.053829
16.700000,-0.619535,0.707388,0.003662,0.093170,0.989596,0.298073,0.400000,-0.056251,-0.049563
16.750000,-0.555859,0.707388,0.004186,0.089892,0.989592,0.235737,0.400000,-0.057448,-0.044469
16.800000,-0.483939,0.707388,0.004722,0.086203,0.989591,0.181399,0.400000,-0.058173,-0.038715
16.850000,-0.406741,0.707388,0.005740,0.089127,0.989595,0.138372,0.400000,-0.058397,-0.032539
16.900000,-0.328055,0.707388,0.006716,0.092475,0.989605,0.110203,0.400000,-0.058109,-0.026244
16.950000,-0.252374,0.707388,0.007580,0.095124,0.989618,0.099538,0.400000,-0.057327,-0.020190
17,-0.184650,0.707388,0.008236,0.096244,0.989631,0.105415,0.400000,-0.056094,-0.014772
17.050000,-0.129839,0.707388,0.008567,0.095661,0.989637,0.120247,0.400000,-0.054484,-0.010387
17.100000,-0.092239,0.707388,0.008468,0.101835,0.989630,0.135773,0.400000,-0.052601,-0.007379
17.150000,-0.074797,0.707388,0.007888,0.107004,0.989606,0.146001,0.400000,-0.050568,-0.005984
17.200000,-0.078699,0.707388,0.006872,0.108979,0.989565,0.148277,0.400000,-0.048523,-0.006296
17.250000,-0.103475,0.707388,0.005562,0.107900,0.989517,0.143517,0.400000,-0.046606,-0.008278
17.300000,-0.147473,0.707388,0.005512,0.104181,0.989470,0.135793,0.400000,-0.044946,-0.011798
17.350000,-0.208359,0.707388,0.005666,0.098382,0.989432,0.131987,0.400000,-0.043653,-0.016669
17.400000,-0.283486,0.707388,0.005576,0.091095,0.989404,0.140289,0.400000,-0.042819,-0.022679
17.450000,-0.370177,0.707388,0.005254,0.082869,0.989389,0.165292,0.400000,-0.042513,-0.029614
17.500000,-0.465974,0.707388,0.004744,0.074167,0.989383,0.209097,0.400000,-0.042783,-0.037278
17.550000,-0.568781,0.707388,0.004112,0.068333,0.989385,0.270891,0.400000,-0.043659,-0.045502
17.600000,-0.676863,0.707388,0.003429,0.069510,0.989391,0.345077,0.400000,-0.045158,-0.054149
17.650000,-0.788754,0.707388,0.002753,0.068899,0.989401,0.420458,0.400000,-0.047280,-0.063100
17.700000,-0.903139,0.707388,0.002656,0.066769,0.989413,0.482748,0.400000,-0.050021,-0.072251
17.750000,-1.018756,0.707388,0.002804,0.063414,0.989426,0.520425,0.400000,-0.053365,-0.081501
17.800000,-1.134340,0.707388,0.002913,0.059118,0.989439,0.530735,0.400000,-0.057290,-0.090747
17.850000,-1.248584,0.707388,0.002987,0.057374,0.989452,0.521667,0.400000,-0.061767,-0.099887
17.900000,-1.360130,0.707388,0.003027,0.062333,0.989466,0.508496,0.400000,-0.066760,-0.108810
17.950000,-1.467564,0.707388,0.003032,0.066492,0.989478,0.505358,0.400000,-0.072224,-0.117405
18,-1.569426,0.707388,0.003001,0.069785,0.989489,0.514234,0.400000,-0.078111,-0.125554
18.050000,-1.664222,0.707388,0.002931,0.072151,0.989499,0.526789,0.400000,-0.084363,-0.133138
18.100000,-1.750435,0.707388,0.002821,0.073531,0.989505,0.535606,0.400000,-0.090916,-0.140035
18.150000,-1.826536,0.707388,0.002668,0.073875,0.989509,0.537135,0.400000,-0.097699,-0.146123
18.200000,-1.890990,0.707388,0.002485,0.074268,0.989510,0.530273,0.400000,-0.104635,-0.151279
18.250000,-1.942257,0.707388,0.002276,0.074857,0.989506,0.515108,0.400000,-0.111642,-0.155381
18.300000,-1.978792,0.707388,0.002026,0.074366,0.989497,0.492293,0.400000,-0.118630,-0.158303
18.350000,-1.999048,0.707388,0.001734,0.072785,0.989484,0.462772,0.400000,-0.125505,-0.159924
18.400000,-2.001491,0.707388,0.001401,0.070107,0.989464,0.427663,0.400000,-0.132168,-0.160119
18.450000,-1.984646,0.707388,0.001030,0.066336,0.989438,0.388185,0.400000,-0.138513,-0.158772
18.500000,-1.947171,0.707388,0.000717,0.061490,0.989405,0.345593,0.400000,-0.144432,-0.155774
18.550000,-1.887996,0.707388,0.000579,0.055614,0.989366,0.301129,0.400000,-0.149813,-0.151040
18.600000,-1.806486,0.707388,0.000659,0.048790,0.989322,0.255997,0.400000,-0.154541,-0.144519
18.650000,-1.702626,0.707388,0.001155,0.046318,0.989274,0.211394,0.400000,-0.158506,-0.136210
18.700000,-1.577152,0.707388,0.001618,0.051007,0.989225,0.168575,0.400000,-0.161600,-0.126172
18.750000,-1.431594,0.707388,0.002025,0.056178,0.989180,0.128947,0.400000,-0.163727,-0.114528
18.800000,-1.268182,0.707388,0.002356,0.063351,0.989143,0.094163,0.400000,-0.164806,-0.101455
18.850000,-1.089658,0.707388,0.002603,0.077601,0.989116,0.066153,0.400000,-0.164773,-0.087173
18.900000,-0.899067,0.707388,0.002768,0.091662,0.989101,0.047056,0.400000,-0.163587,-0.071925
18.950000,-0.699585,0.707388,0.002859,0.105260,0.989097,0.038962,0.400000,-0.161226,-0.055967
19,-0.494428,0.707388,0.002886,0.118139,0.989101,0.043021,0.400000,-0.157693,-0.039554
19.050000,-0.286808,0.707388,0.002859,0.130063,0.989111,0.056695,0.400000,-0.153008,-0.022945
19.100000,-0.079894,0.707388,0.002781,0.140822,0.989124,0.075985,0.400000,-0.147214,-0.006392
19.150000,0.123218,0.707388,0.002655,0.150228,0.989138,0.097103,0.400000,-0.140370,0.009857
19.200000,0.319557,0.707388,0.002484,0.158119,0.989149,0.116889,0.400000,-0.132554,0.025565
19.250000,0.506317,0.707388,0.002269,0.164364,0.989157,0.133137,0.400000,-0.123858,0.040505
19.300000,0.680916,0.707388,0.002016,0.168862,0.989158,0.144744,0.400000,-0.114389,0.054473
19.350000,0.841055,0.707388,0.001853,0.171547,0.989153,0.151622,0.400000,-0.104262,0.067284
19.400000,0.984793,0.707388,0.001683,0.172389,0.989139,0.154420,0.400000,-0.093606,0.078783
19.450000,1.110622,0.707388,0.001634,0.171402,0.989118,0.154166,0.400000,-0.082552,0.088850
19.500000,1.217536,0.707388,0.001649,0.168639,0.989090,0.151943,0.400000,-0.071236,0.097403
19.550000,1.305086,0.707388,0.001690,0.164202,0.989057,0.148666,0.400000,-0.059795,0.104407
19.600000,1.373397,0.707388,0.001759,0.158230,0.989022,0.144977,0.400000,-0.048358,0.109872
19.650000,1.423143,0.707388,0.001854,0.150903,0.988987,0.141243,0.400000,-0.037052,0.113851
19.700000,1.455456,0.707388,0.001970,0.142425,0.988956,0.137625,0.400000,-0.025989,0.116437
19.750000,1.471810,0.707388,0.002220,0.133014,0.988929,0.134170,0.400000,-0.015270,0.117745
19.800000,1.473861,0.707388,0.002523,0.122889,0.988909,0.130885,0.400000,-0.004981,0.117909
19.850000,1.463307,0.707388,0.002779,0.112257,0.988896,0.127787,0.400000,0.004807,0.117065
19.900000,1.441782,0.707388,0.002983,0.103760,0.988888,0.124926,0.400000,0.014037,0.115343
19.950000,1.410793,0.707388,0.003131,0.102229,0.988886,0.122389,0.400000,0.022667,0.112863
20,1.371715,0.707388,0.003224,0.100453,0.988888,0.120308,0.400000,0.030664,0.109737
20.050000,1.325811,0.707388,0.003265,0.098318,0.988893,0.118845,0.400000,0.038009,0.106065
20.100000,1.274258,0.707388,0.003258,0.095704,0.988901,0.118186,0.400000,0.044689,0.101941
20.150000,1.218173,0.707388,0.003210,0.092504,0.988911,0.118518,0.400000,0.050701,0.097454
20.200000,1.158616,0.707388,0.003125,0.088616,0.988922,0.120008,0.400000,0.056050,0.092689
20.250000,1.096587,0.707388,0.003011,0.083953,0.988934,0.122789,0.400000,0.060746,0.087727
20.300000,1.033017,0.707388,0.002876,0.078438,0.988947,0.126936,0.400000,0.064806,0.082641
20.350000,0.968762,0.707388,0.002728,0.075581,0.988960,0.132461,0.400000,0.068252,0.077501
20.400000,0.904626,0.707388,0.002573,0.073762,0.988973,0.139319,0.400000,0.071109,0.072370
20.450000,0.841383,0.707388,0.002418,0.074084,0.988987,0.147425,0.400000,0.073408,0.067311
20.500000,0.779832,0.707388,0.002266,0.076125,0.989000,0.156670,0.400000,0.075183,0.062387
20.550000,0.720842,0.707388,0.002538,0.077546,0.989013,0.166941,0.400000,0.076471,0.057667
20.600000,0.665408,0.707388,0.003197,0.078305,0.989025,0.178132,0.400000,0.077313,0.053233
20.650000,0.614697,0.707388,0.003861,0.078342,0.989037,0.190156,0.400000,0.077754,0.049176
20.700000,0.570088,0.707388,0.004516,0.077580,0.989048,0.202951,0.400000,0.077844,0.045607
20.750000,0.533183,0.707388,0.005120,0.075925,0.989057,0.216493,0.400000,0.077642,0.042655
20.800000,0.505771,0.707388,0.005626,0.073278,0.989064,0.230800,0.400000,0.077210,0.040462
20.850000,0.489688,0.707388,0.005978,0.072556,0.989067,0.245943,0.400000,0.076623,0.039175
20.900000,0.486537,0.707388,0.006123,0.082315,0.989066,0.262048,0.400000,0.075961,0.038923
20.950000,0.497317,0.707388,0.006024,0.090122,0.989060,0.279298,0.400000,0.075312,0.039785
21,0.522128,0.707388,0.005686,0.095477,0.989051,0.297906,0.400000,0.074765,0.041770
21.050000,0.560184,0.707388,0.005164,0.098127,0.989042,0.318083,0.400000,0.074406,0.044815
21.100000,0.610165,0.707388,0.004853,0.098093,0.989035,0.340004,0.400000,0.074311,0.048813
21.150000,0.670581,0.707388,0.006206,0.095624,0.989031,0.363785,0.400000,0.074545,0.053646
21.200000,0.739753,0.707388,0.007534,0.091119,0.989031,0.389474,0.400000,0.075157,0.059180
21.250000,0.815345,0.707388,0.008748,0.085097,0.989035,0.416991,0.400000,0.076187,0.065228
21.300000,0.893843,0.707388,0.009685,0.079531,0.989043,0.445965,0.400000,0.077655,0.071507
21.350000,0.970468,0.707388,0.010090,0.091267,0.989054,0.475439,0.400000,0.079557,0.077637
21.400000,1.039853,0.707388,0.009768,0.100084,0.989067,0.503480,0.400000,0.081860,0.083188
21.450000,1.097278,0.707388,0.008660,0.105165,0.989075,0.526899,0.400000,0.084497,0.087782
21.500000,1.139626,0.707388,0.006943,0.106351,0.989073,0.541297,0.400000,0.087374,0.091170
21.550000,1.165460,0.707388,0.004982,0.104094,0.989061,0.541538,0.400000,0.090381,0.093237
21.600000,1.174635,0.707388,0.003178,0.099140,0.989043,0.522571,0.400000,0.093405,0.093971
21.650000,1.168001,0.707388,0.001690,0.092232,0.989023,0.480873,0.400000,0.096337,0.093440
21.700000,1.147240,0.707388,0.001013,0.083983,0.989006,0.417032,0.400000,0.099079,0.091779
21.750000,1.114644,0.707388,0.001187,0.074882,0.988995,0.338436,0.400000,0.101550,0.089172
21.800000,1.072827,0.707388,0.001751,0.065314,0.988990,0.259053,0.400000,0.103686,0.085826
21.850000,1.024458,0.707388,0.002443,0.057244,0.988992,0.195312,0.400000,0.105445,0.081957
21.900000,0.972019,0.707388,0.003130,0.056900,0.988999,0.160993,0.400000,0.106804,0.077761
21.950000,0.917653,0.707388,0.003813,0.058420,0.989009,0.163461,0.400000,0.107754,0.073412
22,0.863079,0.707388,0.004492,0.060063,0.989021,0.196189,0.400000,0.108306,0.069046
22.050000,0.809579,0.707388,0.005164,0.061689,0.989033,0.246395,0.400000,0.108476,0.064766
22.100000,0.758027,0.707388,0.005857,0.063158,0.989046,0.303929,0.400000,0.108292,0.060642
22.150000,0.708960,0.707388,0.006523,0.066281,0.989057,0.361066,0.400000,0.107783,0.056717
22.200000,0.662683,0.707388,0.007128,0.076182,0.989069,0.412041,0.400000,0.106983,0.053015
22.250000,0.619412,0.707388,0.007642,0.085673,0.989080,0.452686,0.400000,0.105922,0.049553
22.300000,0.579465,0.707388,0.008022,0.094465,0.989091,0.480281,0.400000,0.104635,0.046357
22.350000,0.543457,0.707388,0.008225,0.102234,0.989102,0.493710,0.400000,0.103154,0.043477
22.400000,0.512436,0.707388,0.008206,0.108645,0.989112,0.493902,0.400000,0.101513,0.040995
22.450000,0.487865,0.707388,0.007936,0.113394,0.989121,0.484328,0.400000,0.099754,0.039029
22.500000,0.471343,0.707388,0.007415,0.118249,0.989129,0.470871,0.400000,0.097924,0.037707
22.550000,0.464101,0.707388,0.006656,0.121053,0.989135,0.459746,0.400000,0.096078,0.037128
22.600000,0.466429,0.707388,0.005700,0.121602,0.989138,0.453370,0.400000,0.094278,0.037314
22.650000,0.477285,0.707388,0.004622,0.120051,0.989140,0.448330,0.400000,0.092583,0.038183
22.700000,0.494253,0.707388,0.003457,0.116729,0.989144,0.438493,0.400000,0.091043,0.039540
22.750000,0.513848,0.707388,0.002288,0.112090,0.989151,0.419298,0.400000,0.089689,0.041108
22.800000,0.532039,0.707388,0.001689,0.106661,0.989162,0.389765,0.400000,0.088530,0.042563
22.850000,0.544893,0.707388,0.001793,0.100990,0.989173,0.352324,0.400000,0.087547,0.043591
22.900000,0.549213,0.707388,0.002585,0.095577,0.989182,0.311411,0.400000,0.086696,0.043937
22.950000,0.543108,0.707388,0.003534,0.098550,0.989187,0.271703,0.400000,0.085916,0.043449
23,0.526376,0.707388,0.004541,0.106042,0.989187,0.236741,0.400000,0.085135,0.042110
23.050000,0.500635,0.707388,0.005508,0.114350,0.989187,0.208447,0.400000,0.084285,0.040051
23.100000,0.469174,0.707388,0.006288,0.122649,0.989189,0.187359,0.400000,0.083311,0.037534
23.150000,0.436476,0.707388,0.006711,0.129787,0.989196,0.172704,0.400000,0.082182,0.034918
23.200000,0.407314,0.707388,0.006649,0.134574,0.989207,0.163156,0.400000,0.080898,0.032585
23.250000,0.385392,0.707388,0.006077,0.136162,0.989218,0.157749,0.400000,0.079489,0.030831
23.300000,0.372000,0.707388,0.005061,0.134302,0.989225,0.155756,0.400000,0.078009,0.029760
23.350000,0.365572,0.707388,0.003834,0.129315,0.989230,0.156385,0.400000,0.076516,0.029246
23.400000,0.362611,0.707388,0.002646,0.121825,0.989236,0.158924,0.400000,0.075056,0.029009
23.450000,0.359252,0.707388,0.001653,0.112480,0.989245,0.163284,0.400000,0.073650,0.028740
23.500000,0.352340,0.707388,0.000886,0.101808,0.989256,0.170212,0.400000,0.072293,0.028187
23.550000,0.339685,0.707388,0.000577,0.090214,0.989266,0.181333,0.400000,0.070958,0.027175
23.600000,0.319923,0.707388,0.000837,0.079064,0.989274,0.198972,0.400000,0.069609,0.025594
23.650000,0.292346,0.707388,0.001070,0.071269,0.989280,0.225739,0.400000,0.068199,0.023388
23.700000,0.256794,0.707388,0.001418,0.063629,0.989284,0.262124,0.400000,0.066681,0.020544
23.750000,0.213585,0.707388,0.001708,0.059728,0.989288,0.306899,0.400000,0.065009,0.017087
23.800000,0.163459,0.707388,0.001952,0.056659,0.989293,0.357742,0.400000,0.063141,0.013077
23.850000,0.107528,0.707388,0.002156,0.061768,0.989298,0.411648,0.400000,0.061042,0.008602
23.900000,0.047228,0.707388,0.002328,0.066548,0.989305,0.465510,0.400000,0.058686,0.003778
23.950000,-0.015743,0.707388,0.002473,0.070842,0.989314,0.516532,0.400000,0.056057,-0.001259
24,-0.079504,0.707388,0.002598,0.074492,0.989323,0.562321,0.400000,0.053152,-0.006360
24.050000,-0.142086,0.707388,0.002708,0.077848,0.989333,0.600847,0.400000,0.049980,-0.011367
24.100000,-0.201565,0.707388,0.003076,0.089120,0.989344,0.630493,0.400000,0.046562,-0.016125
24.150000,-0.256221,0.707388,0.003725,0.099755,0.989353,0.650274,0.400000,0.042929,-0.020498
24.200000,-0.304722,0.707388,0.004405,0.109561,0.989362,0.660014,0.400000,0.039124,-0.024378
24.250000,-0.346264,0.707388,0.004986,0.118225,0.989368,0.660295,0.400000,0.035196,-0.027701
24.300000,-0.380590,0.707388,0.005295,0.125325,0.989374,0.652203,0.400000,0.031195,-0.030447
24.350000,-0.407756,0.707388,0.005181,0.130439,0.989379,0.636988,0.400000,0.027172,-0.032620
